user_id,outstanding,credit_limit,bill,total_cash_usage,total_retail_usage,remaining_bill
342,14520258,2.00E+07,9854952,0,2125031,7143198
343,8390430,8.00E+06,8234912,0,2399059,8291985
344,3461907,4.00E+06,1507105,0,594121,1495901
345,12191118,1.20E+07,10556250,0,461998,12170526
346,1443551,9.30E+07,1136631,0,559740,0
347,9699720,8.00E+06,9695798,0,0,9717925
348,5300198,5.00E+06,1268854,0,4052320,1374920
349,1986986,1.90E+07,1760849,0,0,1827790
350,7878429,7.00E+06,6996861,0,1134210,7489022
351,3223297,3.00E+06,2186814,6.00E+05,9040,1750000
352,3698377,5.00E+06,635530,0,0,0
353,42476725,4.50E+07,31165052,1194665,4600000,41785393
354,438718,6.00E+06,426417,0,160000,426701
355,23344121,4.70E+07,3712823,0,5198559,0
356,1774225,1.10E+07,553506,0,1682165,859429
357,23183771,2.10E+07,22247309,0,0,24313989
358,15388532,2.70E+07,9352096,0,2675750,10078593
359,899458,5.00E+06,932993,0,0,938170
360,60013184,4.00E+07,18950140,0,939750,34386032
361,4358820,4.00E+06,2520729,0,0,2699053
362,664927,6.00E+06,272698,0,509607,0
363,160063,7.00E+06,109224,0,0,93559
364,2701069,3.00E+07,795889,0,2563432,1457161
365,3991032,3.00E+06,3864222,0,60000,4002860
366,10696735,5.00E+06,7139620,0,0,8419263
367,9077730,9.00E+06,1959685,0,220000,0
368,3190264,5.00E+06,1625926,0,1575982,0
369,9249728,4.90E+07,1902240,,0,9875996
370,5942887,1.30E+07,1728783,0,1773191,2499168
371,2503675,5.00E+06,1070541,0,0,0
372,4166809,1.00E+07,3793842,0,0,4178370
373,5970576,6.00E+06,4680137,0,1488082,0
374,24675294,3.00E+07,8856758,0,16452863,0
375,32189019,8.00E+07,14732048,0,11920540,18189580
376,6950170,7.00E+06,7077026,0,0,6768369
377,552239,9.00E+06,116420,0,388000,372087
378,1531527,7.00E+06,353880,0,97100,0
379,342839,1.00E+07,183720,0,245789,340299
380,1233490,7.00E+06,407421,0,0,421185
381,3622626,3.00E+06,3634605,0,0,3474531
382,2174990,9.00E+06,2115821,0,265660,2136274
383,1056080,7.00E+06,549773,0,0,725160
384,92783,3.00E+07,97666,0,0,93559
385,4955173,5.00E+06,4806000,0,0,0
386,295917,1.00E+07,272500,0,0,0
387,13916238,2.00E+07,13115656,0,2112089,13489259
388,411615,6.00E+06,359719,0,50478,0
389,12988175,1.20E+07,12931913,0,1526494,12800097
390,6015610,5.00E+06,5878147,0,0,5953875
391,5690132,2.20E+07,4664983,0,2981965,5862915
392,42579548,4.40E+07,8173834,0,0,45536996
393,4840056,5.00E+06,4699856,0,0,4855130
394,10299379,1.00E+07,7086662,0,190000,407349
395,1063870,2.40E+07,761018,0,915999,0
396,1786441,3.00E+06,941522,0,0,1115646
397,19247030,2.00E+07,18804380,0,2128273,19188833
398,538886,3.00E+07,584380,0,270700,418733
399,8177239,7.00E+06,7531789,0,988750,8171184
400,8232617,8.00E+06,5009476,0,0,4706279
401,78234694,8.50E+07,68256947,0,22671896,97518907
402,4571599,5.00E+06,2284126,0,0,4991961
403,21503974,1.90E+07,21262719,0,452594,21757833
404,6819719,8.00E+06,6808399,0,0,6850533
405,11996921,1.00E+07,9843260,0,1745000,10503371
406,4613538,4.00E+06,4589224,0,0,4645467
407,18764383,1.90E+07,12769341,0,0,17410172
408,1174200,1.00E+07,795680,0,589680,0
409,1308605,1.20E+07,630738,0,0,0
410,351900,1.50E+07,203583,0,204724,0
411,78360454,1.00E+08,44065615,0,45660976,0
412,10575461,1.30E+07,7509944,0,3097811,0
413,75972,7.00E+06,72842,0,0,0
414,261716,5.90E+07,277964,0,273201,0
415,24080004,2.50E+07,4329976,0,4652500,755676
416,12712158,1.50E+07,11235574,0,0,11782099
417,56951,1.00E+07,39143,0,0,49477
418,2892810,4.20E+07,2519575,0,306109,3601657
419,9599732,2.50E+07,5527079,0,1456675,9755207
420,6559184,7.00E+06,2330848,0,638880,5168207
421,2780258,5.00E+06,2782810,0,0,2848793
422,3743481,3.00E+06,3498259,0,508000,3668157
423,2667158,7.50E+07,829128,0,2592520,0
424,58100,1.00E+07,22325,0,9500,30525
425,27734,2.00E+07,41425,0,0,0
426,3254723,2.50E+07,2428502,0,0,3681063
427,3235024,4.00E+06,3136101,0,0,3271390
428,803572,5.00E+06,783415,0,0,798489
429,7228191,3.00E+06,7259341,0,349900,7219783
430,8740911,1.20E+07,8815996,0,0,8568179
431,7255715,6.30E+07,1568158,0,2439885,0
432,308010,3.00E+06,152635,0,155000,0
433,3770076,7.00E+06,3013784,0,0,308335
434,56178,7.00E+06,34760,0,0,0
435,2858373,2.00E+07,615753,0,1938331,0
436,29300221,6.50E+07,22169217,0,3398588,32448836
437,1152505,9.00E+06,478501,0,640000,1020629
438,3264638,5.50E+07,2710509,0,12252,3598936
439,3073989,3.00E+06,2976884,0,2895000,3144573
440,10338473,1.00E+07,9754064,0,408605,10147796
441,23160364,2.00E+07,22973717,0,0,22967759
442,52186,1.60E+07,36158,0,0,0
443,41529325,6.30E+07,35951496,0,461500,42337498
444,89023811,8.50E+07,75062419,3601072,9119908,81765198
445,5656374,5.00E+06,5630704,0,0,4707958
446,2545407,3.00E+06,2475793,0,0,2497853
447,26806196,2.60E+07,12145969,0,7678899,0
448,3081133,3.00E+06,175682,0,3.00E+06,3281612
449,4260595,5.90E+07,1546254,0,3690000,0
450,8780489,1.00E+07,8538064,0,0,8760139
451,52595600,5.80E+07,51596271,0,466400,53208954
452,979248,6.00E+06,955884,0,0,1045629
453,5139706,5.00E+06,4906430,50000,19526,4896959
454,4192055,7.30E+07,2205933,0,430000,793340
455,3427620,3.00E+06,3292236,0,303000,3455092
456,3120703,3.00E+06,2280055,0,747461,3081710
457,2198789,5.00E+06,1410825,0,1753815,0
458,2405845,4.00E+06,87144,0,0,2571774
459,1954740,2.00E+07,341533,0,0,0
460,5794454,1.00E+07,5701948,0,223790,5631057
461,4414058,2.00E+07,4403412,0,1364000,4528951
462,286443,9.00E+06,49055,0,282500,0
463,255977,8.00E+06,230840,0,51300,0
464,16708616,1.60E+07,16781759,0,60000,0
465,4109176,4.00E+06,3639491,0,374798,0
466,2169747,1.30E+07,1160879,0,184998,1557436
467,15601415,2.80E+07,15661215,0,0,15572744
468,3437163,3.00E+06,3389013,0,0,3383850
469,3219418,3.00E+06,3217518,3.00E+05,0,3191609
470,684568,6.00E+06,685201,1.00E+05,0,0
471,14400078,4.00E+07,10550972,0,4933074,17291693
472,89631874,8.50E+07,78787707,0,1745203,72318514
473,3005452,3.00E+06,3003691,0,11561,3008536
474,3156305,5.70E+07,2818931,0,1486250,3069514
475,20115508,2.00E+07,20033415,0,1403516,20095219
476,520270,1.20E+07,272470,0,269998,0
477,3412145,3.00E+06,3314646,0,0,3414085
478,23250278,2.00E+07,23095370,2800000,0,23346519
479,7646979,5.70E+07,1675503,0,938180,0
480,18694962,5.10E+07,3630422,0,10900000,0
481,46490,5.00E+06,59021,0,0,0
482,11049916,3.50E+07,2470487,0,0,3210013
483,110175,5.00E+06,99578,0,96740,0
484,4975588,9.00E+06,4752122,0,0,0
485,3464892,3.00E+06,3357746,0,0,0
486,3193570,3.00E+06,3489878,4.00E+05,0,3218947
487,4869215,4.00E+06,4577723,0,278750,0
488,18539261,3.00E+07,11522764,0,7009873,2360419
489,7505457,6.00E+06,7615457,0,0,7305211
490,49512102,7.00E+07,8042077,0,4426257,53391726
491,7979730,1.80E+07,7881194,0,3216834,0
492,10288670,2.00E+07,6682263,0,1456675,5695287
493,6704874,5.00E+06,6643304,0,0,6713561
494,3728339,7.00E+06,3631361,0,14428,3692011
495,573589,3.00E+06,435437,0,48000,573589
496,922335,6.30E+07,595619,0,334600,0
497,35512958,5.10E+07,35444357,0,1430400,35148007
498,7290023,7.00E+06,7283969,0,458136,7084915
499,9083726,1.50E+07,1414818,0,0,1234080
500,3851463,4.00E+06,3340295,0,590610,3925688
501,29537766,3.00E+07,29205422,0,0,0
502,5107750,5.00E+06,4589759,0,369403,4273061
503,6987096,7.00E+06,812727,0,0,0
504,9529408,1.50E+07,1271409,0,3166321,6400135
505,92700,4.00E+07,65988,0,48192,103828
506,84679264,1.20E+08,79679464,8.00E+06,331000,73240484
507,10299379,1.00E+07,7086662,,0,7061294
508,19338825,1.90E+07,17617487,0,4995992,20022534
509,821000,5.00E+06,176120,0,840113,0
510,3084657,3.00E+06,648111,0,2368926,638678
511,15122148,2.00E+07,9841966,0,6925964,9369199
512,12442350,1.00E+07,11564179,0,0,11797694
513,8075791,8.00E+06,2943235,0,6016892,4708944
514,237765,7.00E+06,249376,0,0,220920
515,8797102,7.70E+07,3555198,0,3277806,0
516,1741972,3.00E+06,1691677,0,0,1755388
517,1617701,8.00E+06,201020,0,7611,693901
518,18265318,1.90E+07,5297805,0,4332375,10641653
519,4722525,5.00E+06,4565033,0,0,4766438
520,7176214,7.00E+06,7176773,0,0,7047741
521,6519558,4.80E+07,6381760,0,172700,0
522,42860216,1.00E+08,15898418,0,44846816,47426044
523,81133941,8.20E+07,16591214,0,4150002,80315835
524,2726909,3.00E+06,559060,0,2712645,2933149
525,611866,3.00E+06,39396,0,420840,40578
526,4641736,5.00E+06,4104317,0,2507105,4451126
527,16735596,1.50E+07,16781759,0,259000,0
528,5530025,5.00E+06,909571,0,0,5317381
529,60172320,8.50E+07,46689334,0,598400,47911103
530,7796838,1.00E+07,4201388,0,0,4932596
531,1452290,5.00E+06,394257,0,1001361,0
532,19473107,2.50E+07,18871008,0,0,18269885
533,1155895,1.40E+07,597667,0,100015,817471
534,4260595,5.90E+07,1546254,0,2697212,0
535,25065802,5.50E+07,3216207,0,0,0
536,2620273,3.00E+06,2620273,0,2573000,0
537,3868488,9.00E+06,1088774,0,0,0
538,5630588,5.00E+06,3086992,0,2736570,5327622
539,7680264,8.00E+06,2755705,0,5303581,8007707
540,2646613,3.00E+06,1335894,0,1500000,0
541,11657046,1.40E+07,11651022,5.00E+05,0,10500533
542,439348,1.00E+07,439348,0,180000,0
543,15104708,1.50E+07,13644396,0,621637,14906852
544,5609184,7.00E+06,5144562,0,438500,5442006
545,156475,3.00E+06,141268,0,123500,152395
546,2154390,3.00E+06,922302,0,456635,844314
547,748492,7.00E+06,370997,0,343450,0
548,1983226,5.20E+07,1703222,0,273600,0
549,4046637,5.00E+06,1796970,0,802374,0
550,257500,3.60E+07,253750,0,0,251556
551,169966,5.00E+06,88836,0,48400,0
552,45649274,6.20E+07,10470178,0,6170800,43447602
553,15572744,2.10E+07,13637306,0,0,13624043
554,1228406,3.00E+06,1185788,0,598000,1128669
555,5679150,5.00E+06,4817754,0,0,4170762
556,3319661,3.00E+06,3224544,4.00E+05,0,3319611
