user_id,payment_ratio,overlimit_percentage,payment_ratio_3month,payment_ratio_6month,delinquency_score,years_since_card_issuing,total_usage,remaining_bill_per_number_of_cards,remaining_bill_per_limit,total_usage_per_limit,total_3mo_usage_per_limit,total_6mo_usage_per_limit,utilization_3month,utilization_6month
35,100,0,75.05,50.09,0,7.666666667,0,89632.5,0.059755,0,0,0.21111111,0.286799917,0.42285211
36,100,0,100,100,,0.75,0,0,0,0,0.434746875,0.427333334,0.497469969,0.37172525
37,0,0,17.27,28.07,,7.75,0,4724339,0.787389833,0,0.081079896,0.052916667,1.053099104,1.1798415
38,0,0,0,0,0,0.75,0,0,0,0,0,0,0.011222063,0.022408334
39,0,4.89,71.09,48.62,,2,0,6926513.667,1.03897705,0,0.4943125,0.903366667,0.9626135,0.99094905
40,99.78,0,68.17,62.3,0,0.75,1905600,963015,0.64201,0.6352,0.26171625,0.06861689,0.520052083,0.560707443
41,0,0,49.91,100,,8.75,0,0,0,0,0.027564875,-0.081558889,0.224720438,1.0049555
42,0,0,8.98,12.09,0,3.916666667,311810,511629.4,0.852715667,0.103936667,0.015604167,0.128203777,1.08686375,1.171003557
43,42.09,0,75.02,99.94,0,11.83333333,1300000,1919248,0.959624,0.216666667,0.265279208,0.010605833,0.72755125,0.548551833
44,0,0,0,0,,15.5,0,0,0,0,0,1.17E-06,0.000519945,4.62E-05
45,100,0,100,98.04,0,3.666666667,1542550,2460063.5,0.9840254,0.30851,0.5023414,0.554941466,0.97867925,0.964800466
46,0,0,88.03,98.77,,3.583333333,0,2449488.5,0.9797954,0,0.28,0.1299002,0.65312845,0.1473468
47,0,8.41,25.09,66.67,,7,1029809,49072612.5,1.102755337,0.011570888,0.065478385,0.143519674,1.175830458,1.072658655
48,0,0,75.24,100,0,3.25,226000,110448,0.0441792,0.0452,0.013915,0.0272,0.03880065,0.164730934
49,99.73,0,99.77,99.82,,6.75,2371574,0,0,0.395262333,0.458442083,0.228860555,0.50699575,0.450060167
50,100,0,75,66.67,,0.833333333,0,0,0,0,0.10124825,0.05,0.0855824,0.066693734
51,0,0,0,70.88,,10.66666667,0,0,0,0,0.000698214,0,0.004056616,0.000137143
52,103.45,0,100.2,100.03,,1.75,501640,0,0,0.0062705,0.009309656,0.014731658,0.122994925,0.125477554
53,101.2,0,107.46,100.91,,6.5,5722000,0,0,0.096983051,0.104708699,0.129092169,0.126639932,0.146443294
54,10.01,0,7.6,10.45,0,12,7125,475324.25,0.271613857,0.001017857,0.018885714,0.020348,0.269335714,0.234366667
55,24.07,2.15,24.61,15.96,,3.083333333,450000,8854165.333,0.885416533,0.015,0.0625,0,1.340845267,1.407204333
56,100,0,100.12,100.48,,4.5,2.00E+06,0,0,0.2,0.24316555,0.101666667,0.1963188,0.200199433
57,9.21,13.18,109.43,133.33,0,2.583333333,22198709,11325667.5,1.13256675,1.10993545,0.696059013,0.61040315,0.673379025,0.677199217
58,0,0,72.76,64.45,,3.5,0,0,0,0,0.311373679,0.307214904,0.818427821,0.545790857
59,10.32,0,67.77,91.59,0,14.83333333,11487871,7649343,0.573700725,0.287196775,0.350320263,0.567534317,0.787152813,0.59771905
60,14.44,27.76,11.62,66.64,,3.666666667,0,3344092.333,1.254034625,0,0.072069719,0.414978125,1.218362781,1.270721166
61,45.35,0,50,47.46,,10.66666667,0,487603,0.2438015,0,0.06859375,0.046425,0.22252475,0.281731625
62,18.24,0,10.38,13.11,0,1.25,0,1823603.5,0.7294414,0,0,0.058427666,0.74495595,0.765569666
63,0,16.63,4.91,14.06,0,10.66666667,52000,7724552.5,1.188392692,0.004,0.006355769,0.017325513,1.078112096,1.046830308
64,100,0,75.56,66.67,,11.83333333,3228794,1583371.333,0.678587714,0.461256286,0.285714286,0.256830476,0.378177143,0.255704333
65,30.3,0,29.83,92.87,,5,1682000,3648733.5,0.561343615,0.129384615,0.111259827,0.260028513,0.596084135,0.227891154
66,0,0,75,109.71,,5.166666667,71000,145436.5,0.0581746,0.0142,0.0277998,0.05079,0.0278385,0.082432334
67,41.81,7.62,21.89,5.57,0,9,1425595,273535.6667,0.273535667,0.475198333,0.1423,0.051766667,0.746075167,0.851159333
68,10.15,0,25,33.34,0,3.916666667,0,3347445.5,0.956413,0,0.189887,0.354238096,0.945037143,0.839269286
69,101.32,2.24,51.32,52.45,0,0.75,3083800,1537138,1.024758667,1.027933333,0.44927875,0.19967111,0.84292775,0.928978777
70,200,0,100,44.18,0,15.66666667,3685500,0,0,0.7371,0.2991762,0.239891534,0.30140855,0.583181266
71,99.89,1.26,99.84,99.58,0,2.166666667,1082509,0,0,0.180418167,0.435618,1.673095557,0.8202125,0.8302525
72,0,0,75,50.81,,3.416666667,1333540,663408,0.1326816,0.066677,0.02935,0.007836667,0.037730413,0.015649917
73,0,11.98,7.5,19.1,,17.25,454996,1970949.25,1.126256714,0.064999429,0.092235714,0.047265904,0.818545143,0.60690781
74,0,0,15.86,12.12,0,8,1250000,6557772.6,2.1859242,0.083333333,0.303706667,1.347364333,2.213187333,1.964117245
75,0,13.62,18.41,20.63,0,5.416666667,0,1114298.667,1.114298667,0,0.091508333,0.1329,1.087056833,1.004674557
76,7.31,54.13,7.23,20.15,0,9.75,1806768,3380924.667,1.448967714,0.258109714,0.082365393,0.284368096,1.33822375,1.298549381
77,17.27,0,46.21,66.67,0,3.333333333,706305,1492673.5,0.373168375,0.088288125,0.075030563,0,0.309743719,0.230551625
78,100.05,0,100,100,0,4.5,241200,0,0,0.0804,0.2398825,0.363025667,0.354936667,0.203476223
79,15.65,0,13.52,14.05,0,4.666666667,0,921312.3333,0.921312333,0,0,0,0.970890167,1.08749511
80,58.17,0,84.31,101.19,0,8.166666667,5693659,5565998.333,0.83489975,0.28468295,0.334390675,0.392196767,0.624839338,0.381944884
81,9.99,0,13.99,100.77,0,0.75,180000,1323642.5,0.882428333,0.06,0,0.333333333,0.8891445,1.074573223
82,0,0,30.33,50,0,14.41666667,0,38020,0.00142575,0,0.002049438,0.000928033,0.005770709,0.006052479
83,0,10.68,83,102.43,0,10.66666667,0,6739524.75,1.07832396,0,0.23453055,0.157266347,1.03797176,1.052910973
84,71.22,0,70.05,98.69,0,8.666666667,2017956,1552379.333,0.18628552,0.08071824,0.40841998,0.38842288,0.48507454,0.7693558
85,0,0,25,100.33,0,7.583333333,0,0,0,0,0,0.016785417,0.000719259,0.025703721
86,0,0,0,0,0,2.25,343,0,0,1.72E-05,6.93E-06,0,0.003171875,0.002390284
87,37.25,0,65.38,43.25,0,12.58333333,4918000,2544642.6,0.605867286,0.234190476,0.177349429,0.16660727,0.595085083,0.517432873
88,10.93,0,11.21,14.92,0,1.833333333,-3888,1401665.5,0.934443667,-0.001296,0.043833333,0.06,0.859280833,0.864368443
89,0,5.8,4.79,26.05,2,8.25,0,18805050.25,1.139700015,0,0.026849564,0.222788293,1.072906288,1.010878616
90,0,20.23,11.44,40.13,0,25.66666667,0,4828499.5,1.207124875,0,0.109375,0.435666666,1.142090344,0.824253959
91,5.33,0,8.2,6.68,0,6.75,0,13098283.67,0.59537653,0,0,0.00520202,0.526414841,0.522944652
92,12.19,0,7.84,43.92,0,9.916666667,0,1041286.8,0.867739,0,0.05940075,0.041536388,0.919163625,0.919635167
93,0,0,75,135.97,0,13.58333333,32659384,12646789.33,0.611941419,0.526764258,0.151751238,0.054797731,0.665394278,0.90949078
94,0,0,12.29,18.43,0,2.75,88349,1167834,0.778556,0.029449667,0.109822,0.1911,0.99219925,0.973970223
95,14.13,15.45,13.38,11.96,4,5.333333333,0,1690038,1.126692,0,0.079541667,0.069612333,1.1031405,1.110605777
96,20.98,0,10.1,13.93,0,5.916666667,0,1071355,0.428542,0,0,0.070341334,0.6537588,0.630576066
97,100,0,100,100,0,5.75,16860354,0,0,0.33720708,0.269226205,0.073617207,0.62342844,0.380561567
98,100,0,62.73,66.67,0,5.666666667,686247,0,0,0.1372494,0.09434085,0.164381666,0.1635204,0.1661046
99,100,0,100,87.56,0,7.833333333,0,0,0,0,0.001699274,0.000741935,0.074972641,0.097525161
100,15.76,0,10.22,21.13,0,11.91666667,455900,1686875.4,0.8434377,0.04559,0.0638598,0.0515,0.84020275,0.8629967
101,16.67,5.12,10.99,10.92,0,13.25,5581172,14112499.33,1.085576872,0.143106974,0.097196545,0.132862051,1.020597962,1.016218299
102,14.78,6.53,18.97,8.54,0,8.75,7052415,27099873.5,1.042302827,0.135623365,0.055302885,0.228525641,0.887410125,0.858540846
103,75.65,0,67,57.05,0,7.166666667,2311500,4678341.667,0.342317683,0.056378049,0.170835043,0.064971919,0.194241274,0.098379138
104,0,1.49,11.28,12.37,0,9.583333333,0,10337394.67,1.148599407,0,0.100925926,0.09099742,0.986632787,0.917939901
105,0,0,8.46,37.78,0,2.75,0,1736688.5,0.86834425,0,0.31157725,0.557422083,0.964380125,0.695023668
106,13.68,0,18.18,42.24,0,3.083333333,296258,991985,0.661323333,0.098752667,0.215249917,0.334555557,0.536992833,0.537842333
107,30,0,80.33,99.9,0,7.75,1335000,1556329.333,0.518776444,0.148333333,0.148443194,0.237037037,0.508276222,0.640398259
108,109.87,1.29,76.43,100.78,0,5.333333333,1698212,1521721,1.014480667,0.566070667,0.480021083,0.74000189,0.764344583,0.328945223
109,100,0,59.19,27.77,0,6.25,0,0,0,0,0,0.218887466,0.5185234,0.651902466
110,100,0,74.92,66.67,0,5.166666667,1462713,0,0,0.2437855,0.6299625,0.070621555,0.770689167,0.092148667
111,100,14.09,115.79,83.07,0,2.416666667,0,0,0,0,0.729723833,0.956571667,1.108892583,0.98440011
112,100,0,100.02,99.24,0,13.16666667,4371200,0,0,0.112082051,0.215739538,0.220697718,0.251776173,0.215704726
113,100.14,0,100,100,0,15.41666667,3027820,0,0,0.054068214,0.025071638,0.180968714,0.187740054,0.298234351
114,0,7.38,21.06,37.44,0,6.083333333,0,4912017,1.091559333,0,0.168886333,0.195156963,1.051194389,1.144748111
115,90.1,13.98,65.91,73.46,0,13.66666667,0,982420.1667,1.1789042,0,0.55020525,0.645966666,1.06055955,0.944666534
116,56.85,0,19.13,69.97,0,8.833333333,527496,2461602.5,0.820534167,0.087916,0.159629167,0.404242222,0.941473167,0.926429667
117,10.08,0,21.84,17.68,0,0.75,50000,1444440,0.96296,0.016666667,0.162289167,0.277688667,0.926630417,1.002411443
118,0,0,21.62,9.76,0,6.583333333,0,923513.5,0.3694054,0,0.1,0,0.29002885,0.0131986
119,100,0,100,44.05,0,2,307265,0,0,0.07681625,0.26037875,0.142763583,0.535553625,0.1720785
120,100,0,99.72,100,0,3.5,267249,0,0,0.038178429,0.033959286,0.139658239,0.220094286,0.27717319
121,100.27,0,77.5,100.1,0,2,6848745,3826126.5,0.956531625,0.856093125,0.830964563,1.780838834,0.818347688,2.334923166
122,100,0,100,53.88,0,7.75,4226553,2161542.2,0.158936926,0.062155191,0.078522103,0.007352941,0.198695596,0
123,20,0,32.21,59.09,0,6.416666667,60855,1480030.5,0.986687,0.020285,0.141666667,0.288775,0.749642667,0.765317223
124,10.51,0,11.76,14.56,0,9.833333333,0,4227532.5,0.939451667,0,0.121978139,0.1,0.839365306,0.324348259
125,65.48,0,84.52,100.01,0,4.083333333,4654956,6279718.5,0.8372958,0.3103304,0.27205,0.3974,0.4471812,0.133623978
126,0,6.87,7.5,14.19,0,13.41666667,0,9911158.5,1.101239833,0,0.092002569,0.176238018,0.6852775,0.731411759
127,21.11,0,49.8,100,0,14.41666667,0,582004.6667,0.036375292,0,0.106940156,0.204872375,0.103608885,0.429329417
128,100,0,97.82,99.61,0,1.583333333,0,35623.5,0.0142494,0,0,0.6622468,0.1008681,0.599645734
129,49.26,0,25.07,9.71,0,4.166666667,0,1953145,0.781258,0,0.17177,0.0017376,0.61441925,0.463319066
130,17.75,0,20.41,31.59,0,10.75,789870,2378305.75,0.166898649,0.013857368,0.018311412,0.031123895,0.215778193,0.302492199
131,37.25,0,75.96,78.87,0,8.75,2542175,4213680.4,0.84273608,0.101687,0.25323219,0.26733604,0.71428584,0.645479347
132,0,9.68,58.75,24.3,0,2.333333333,5.00E+05,2751926.5,1.1007706,0.1,0.3464093,0.02,0.751766,0.576694334
133,0,2.11,47.06,59.38,0,14.25,1.00E+05,22073490,0.91972875,0.002083333,0.072757396,0.078400194,0.933404682,0.814770736
134,100,0,100,100,0,3.083333333,1284600,1184150.5,0.789433667,0.4282,0.391794167,0.276546667,0.678002833,0.993552777
135,101.16,0,100.09,100,0,15.25,0,0,0,0,0.800518542,1.066384778,0.520763708,0.432620888
136,0,0,75,121.29,0,12,0,5417.75,0.000373638,0,0,0,0.004116078,0.046643575
137,84.8,0,81.8,101.5,0,7.666666667,89000,0,0,0.002472222,0.856305556,1.095601852,1.017793938,1.012317972
138,16.74,1.29,22.62,33.33,0,5.416666667,663470,4520078.5,0.9040157,0.066347,0.040337225,0.119433867,0.886463375,0.871697067
139,0,2.57,2.59,-75.4,2,15.33333333,0,1137400.75,0.9099206,0,0.281255,0.2804954,0.76093625,0.3098
140,0,0,25,0,0,2,0,28648.5,0.0019099,0,0,0,0.003827008,0
141,32.58,0,10.48,7.43,0,8.75,1203059,6708520.833,0.789237745,0.023589392,0.077147966,0.073202621,0.814477436,0.833135765
142,0,0,75,100,0,8.75,0,1276500,0.049096154,0,0.042406506,0.017605671,0.094780147,0.028978214
143,18.35,0,22.2,80.7,0,3.416666667,0,1841312,0.7365248,0,0,0.218117334,0.78511315,0.801099866
144,0,0,9.23,12.96,0,10.58333333,0,1614589.5,0.358797667,0,0,0,0.385441611,0.456702556
145,19.49,3.43,60.07,75.74,0,7.083333333,68000,5297835.333,0.993344125,0.00425,0.123665531,0.173573188,1.059739281,0.87692175
146,0,0,113.14,78.04,0,11.91666667,1590000,0,0,0.056785714,0.0434335,0.09283119,0.027723393,0.098076393
147,0,0,0,0,2,2.916666667,0,0,0,0,0,0,0.000355409,0.000183292
148,0,17.06,19.79,20.09,0,1.666666667,28000,2761598,1.183542,0.004,0.25,0.244496,1.147363464,1.192279239
149,0,1.46,15.7,21.55,0,6.666666667,0,2441479.5,0.8138265,0,0.091562417,0.319229167,0.875464875,0.7368015
150,0,0,13.3,16.12,0,1.083333333,1533186,2352068.5,0.9408274,0.3066372,0.103095,0,0.7144117,0.987968534
151,39.52,0,38.81,58.16,0,4.833333333,0,1597343.5,0.245745154,0,0.000604808,0.004076923,0.250294712,0.337852692
152,28.38,0,75,100.59,0,8,1090760,15590.25,0.008908714,0.155822857,0.087505893,0.050014286,0.154190357,0.06145119
153,12.29,0,10.84,11.46,0,11.41666667,321198,11996514,0.506894958,0.004523915,0,0.011596244,1.096380644,1.15696561
154,19.35,0,9.84,9.69,0,2.333333333,0,913555,0.4567775,0,0,0,0.473858,0.56133425
155,0,7.13,13.13,10.05,0,1.75,20000,2683139,1.0732556,0.004,0.0635125,0,1.0065374,0.996051066
156,0,10.56,18.88,33.23,0,6.833333333,20000,3706940,1.059125714,0.002857143,0.126294929,0.136340476,1.253722536,1.204672429
157,200,16.56,97.93,0,0,10.66666667,11050908,20681393,1.231035298,0.131558429,0.092989929,0.110134921,1.071990188,0.969328639
158,0.63,9.23,12.03,9.67,0,14.08333333,0,24377521.33,1.305938643,0,0.096526786,0.011210113,1.201252531,1.189992946
159,22.61,0,29.91,51.67,0,1.75,281998,1948568,0.7794272,0.0563996,0.1794763,0.395866666,0.93021015,0.647406066
160,54.5,0,68.77,32.39,0,7.25,2585900,276413.3333,0.138206667,0.430983333,0.12210825,0,0.25187625,0.387658167
161,85.81,0,45.25,14.53,0,17.75,15655452,15875833.33,0.95255,0.31310904,0.2335299,0.080908087,0.77130213,0.704878007
162,100.55,0.42,138.39,144.44,0,0.75,2499061,1982880,0.198288,0.12495305,0.068659363,0.133199534,0.368863725,0.37699125
163,100.65,0,100.2,100,0,5.583333333,0,358334,0.477778667,0,0,0,0.614348667,0.702431333
164,100.23,0,153.45,100,0,7.333333333,127001,131670.5,0.003026908,0.001459782,0.056081,0.113033034,0.067685945,0.269062506
165,200,0,175,100.34,0,8.416666667,3516000,0,0,0.14064,0.17777144,0.187706907,0.45736423,0.46068272
166,0,2.47,64.6,102.91,0,2.5,0,1429854.5,0.953236333,0,0.5015375,0.999558777,1.043788583,1.018093
167,33.49,0,17.23,13.71,0,14.91666667,0,18107792.2,1.017291697,0,0.168399129,0.049917255,0.730477065,0.706486992
168,11.82,0,32.84,10.22,0,0.833333333,0,1413156.5,0.942104333,0,0.126,0.06941111,0.901086417,0.810073443
169,100,0,59.37,18.67,0,6.083333333,1438002,2917588.5,1.1670354,0.2876004,0.39234875,0.222133334,0.91578635,0.865097734
170,1300,7.53,400,66.67,0,5.583333333,12000,0,0,0.004,0.526432333,1.063414223,1.062145083,0.783000443
171,49.49,0,43.32,97.83,0,14.25,0,1946279,0.125566387,0,0.060764641,0.036084979,0.117429431,0.07068264
172,0,0,0,0,0,3.166666667,515,0,0,7.36E-05,0,0,0.002589286,0.002285714
173,26.16,0,61.61,64.83,0,2.833333333,26652913,18256315.67,0.684611838,0.333161413,0.298814572,0.531067708,0.631832125,0.5723811
174,100,0,79.75,100,0,5.333333333,1052665,2399192.5,0.959677,0.210533,0.8858321,1.177975866,1.00320715,1.385004066
175,0,0,28.76,57.53,0,11.41666667,0,12486619.67,0.567573621,0,0.192430106,0.167968253,0.458302727,0.242064106
176,100.03,0,100.16,100.77,0,6.833333333,1352164,1275430,0.364408571,0.193166286,0.113321429,0.433597761,0.319663393,0.430823429
177,0,6.79,15.52,16.79,0,10,2398100,25893780,1.067784742,0.02472268,0.073647067,0.081912928,0.89780324,0.75621401
178,0,0,75,100,0,5.416666667,0,0,0,0,0.15,0.6016,0.48152305,0.593481066
179,100,0,100.43,100,0,6,3963100,0,0,0.180140909,0.075049136,0.019510985,0.126561955,0.069434227
180,104.21,0,100,106.43,0,5.583333333,3080001,2510910.5,0.25109105,0.15400005,0.255857675,0.219410817,0.399297275,0.362679584
181,542.49,0,165.23,45.9,0,6.166666667,210900,1125001.5,0.56250075,0.052725,0.082887313,0.4626845,0.5938155,0.646575668
182,100,0,75,100,0,13.33333333,671000,0,0,0.015604651,0.039518023,0.116953333,0.145236279,0.058240008
183,100,0,100,100,0,26.33333333,2152839,0,0,0.047840867,0.16886915,0.085753126,0.237811611,0.321344911
184,0,0,50,39.29,0,7.166666667,378934,0,0,0.009971947,0.003508507,0.004473684,0.004254289,0.004096395
185,100,0,1125.81,-53.96,0,6.833333333,9937,0,0,0.003312333,0.083087667,0.335555557,0.543488583,0.523159
186,18.32,0,10.56,6.96,0,13.5,0,3596767.333,0.308294343,0,0.0044241,0.035463219,0.432066171,0.252620943
187,0,0,18.7,6.16,1,3.25,0,2751121,0.5502242,0,0.09849,0.0996286,0.7004973,0.765542134
188,100,8.59,45.8,43.75,0,9.666666667,4559800,0,0,0.45598,0.256102275,0.040299333,0.991329025,0.617280333
189,34.09,0,55.83,0,0,6.333333333,0,1313661,0.875774,0,0.27411875,0,0.672459833,0.166017557
190,10,0,75,100.03,0,1.916666667,1233539,6936600,0.69366,0.06167695,0.248054025,0.085883334,0.493922575,0.422967067
191,100.16,0,60.53,50,0,8.833333333,0,0,0,0,0.23031,0.068885186,0.705381833,0.118509259
192,100,0,100.9,100,0,1,459428,1015044,0.507522,0.114857,0.305426,0.273155168,0.692359563,0.407569668
193,100,0,33.33,66.67,0,4.333333333,3341480,1814970,0.362994,0.334148,0.146334625,0.135870233,0.212202975,0.2541116
194,10.96,0,10.19,67.67,0,3.583333333,90570,1358706,0.905804,0.03019,0.049333333,0.316,0.903929333,0.514987333
195,36.84,1.06,64,71.1,0,8,109040,781048.75,1.041398333,0.036346667,0.1567585,0.116666667,1.073538083,0.89521
196,100.01,2.42,30.58,10.12,0,1.75,0,0,0,0,0.2411623,0.013333334,0.95003345,0.8710726
197,100,0,61.03,98.44,0,1.833333333,0,579646,0.1159292,0,0,0.03381,0.544276975,0.620983933
198,65.76,0,91.75,97.66,0,2.25,214900,514606.5,0.2058426,0.04298,0.04298775,0.0447232,0.17569145,0.2173308
199,0,8.58,50,83.81,0,4.75,1.00E+05,24330251.5,1.057837022,0.002173913,0.753606359,0.509845333,1.075951918,1.302638094
200,10,0,30.67,77.65,0,1.083333333,12000,1757366,0.878683,0.003,0.093242375,0.094791668,1.086445875,1.234281418
201,100,0,100,100.08,0,5.333333333,460485,0,0,0.051165,0.117486222,0.023924,0.146046472,0.005621148
202,10.93,0,35.08,48.25,0,5.333333333,0,1330549,0.887032667,0,0.004178917,0.64497811,0.9691725,0.987346557
203,100,0,85.24,70,0,7.083333333,41236899,0,0,0.453152736,0.225359291,0.214912729,0.668007242,0.264900802
204,10,0,8.06,11.02,0,3.25,260000,5645759.333,0.8468639,0.013,0.038016213,0.041666667,0.886928638,0.873455667
205,0,0,12.17,10,0,12.75,0,6757365.5,0.563113792,0,0.01495176,0.0481525,0.476110896,0.462438945
206,100,0,34.88,18.53,0,1.916666667,0,0,0,0,0.0106,0.005007667,0.642733833,1.211048223
207,11.01,11.12,40.35,43.12,0,2,937600,2746085,1.098434,0.18752,0.16336535,0.334991534,1.02868345,0.872784534
208,48.73,0,110.43,100,0,15.25,4470646,625000,0.043604651,0.103968512,0.139228901,0.145157209,0.314216291,0.407619535
209,100,0,100,66.67,0,13.25,72000,0,0,0.010285714,0.012394286,-0.001212,0.020990214,0.189161
210,19.59,0,20.79,21.21,0,2,0,1191572.5,0.794381667,0,0.144992583,0.00710689,0.682487917,0.365280557
211,356.89,0,142.87,112.8,0,3.25,410000,0,0,0.05125,0.05051375,0.081677375,0.096096969,0.116602084
212,7.44,0,79,100,0,5.333333333,10950,1346082,0.897388,0.00365,0.2803925,0.107827777,0.688932667,0.690081557
213,0,0,50,100,0,6,0,11696.5,0.00584825,0,0.003667,0.006666668,0.01025,0
214,192.31,0,100.36,95.84,0,15.25,671200,0,0,0.074577778,0.071986889,0.176430444,0.045629694,0.054140222
215,0,0,25,100,0,4.25,255,0,0,8.50E-05,0,0.004111333,0.010729167,0.005833333
216,100,0,100.03,80.55,0,3.5,405680,307792,0.205194667,0.135226667,0.154566667,0.156733777,0.186381333,0.170463
217,0,0,54.81,100,0,1.5,0,1236658.5,0.824439,0,0.2,0.951056223,0.52120625,1.009874
218,0,0,0,38.71,5,4.083333333,0,0,0,0,0,0,0.016968679,0
219,100,0,100,76.04,0,1.75,596550,0,0,0.059655,0.078509,0.0733805,0.46425035,0.600315233
220,393.3,0,99.9,26.72,0,5.333333333,2563200,0,0,0.51264,2.5943887,3.4484676,0.8688044,0.95659
221,100,0,125,133.33,0,1.666666667,494900,0,0,0.164966667,0.253296583,0.422824777,0.613086583,0.449280667
222,100,0,70.71,73.4,0,2.666666667,0,1110009,0.2220018,0,0.37436115,0.384485733,0.833760125,0.5192872
223,100,0,51.09,75.69,0,7.666666667,40521,86813.5,0.0347254,0.0081042,0.0023,0.015561534,0.01297225,0.018072866
224,100,0,100,100,0,3.583333333,1631900,0,0,0.407975,0.143413,0.172676668,0.585628563,0.575536918
225,4.02,23.2,25,40.11,0,1.75,0,6210036,1.2420072,0,0.88775365,0.889109933,1.017638,0.588041867
226,100.09,0,100,100,0,7.666666667,95000,0,0,0.031666667,0.8495125,0.219235443,0.773826,0.402159
227,11.28,0,12.05,12.38,0,10.58333333,4836844,2647240,0.378177143,0.098711102,0.075150658,0.094400184,0.589734954,0.490039061
228,23.12,0,19.23,20.68,0,7.166666667,2948650,4784402,0.736061846,0.226819231,0.124155269,0.070105778,0.630350981,0.591924692
